#   r_nom       meanr       meanlogr       xip          xim         xip_pm       xim_im     sigma_xip      npairs       weight    npairs_weighted
  2.2981e+02   2.2987e+02   5.4375e+00  -6.0363e-07  -5.0453e-07  -5.5637e-10   1.0299e-06   1.7686e-06   1.0806e+10   2.3395e+12   1.2032e+10
  2.3476e+02   2.3482e+02   5.4588e+00  -2.3169e-06   4.5318e-07  -1.8870e-20  -1.6721e-06   1.7461e-06   1.1108e+10   2.4036e+12   1.2361e+10
  2.3982e+02   2.3989e+02   5.4802e+00  -1.6487e-06  -4.7515e-07   3.2157e-21   3.6232e-06   1.7246e-06   1.1413e+10   2.4682e+12   1.2692e+10
  2.4499e+02   2.4506e+02   5.5015e+00  -4.6785e-07  -2.0567e-06   1.6788e-20  -4.7058e-07   1.7034e-06   1.1723e+10   2.5339e+12   1.3028e+10
  2.5027e+02   2.5034e+02   5.5228e+00  -5.6580e-08   3.5218e-07   1.5189e-20  -1.9720e-07   1.6823e-06   1.2041e+10   2.6014e+12   1.3375e+10
  2.5566e+02   2.5574e+02   5.5441e+00  -1.4618e-06  -1.5000e-06   2.0044e-20  -3.0852e-06   1.6626e-06   1.2352e+10   2.6673e+12   1.3713e+10
  2.6117e+02   2.6125e+02   5.5655e+00  -8.8276e-07  -7.2483e-07   6.5016e-21   8.0566e-07   1.6437e-06   1.2667e+10   2.7332e+12   1.4052e+10
  2.6680e+02   2.6689e+02   5.5868e+00  -9.2204e-07  -3.5606e-07  -2.0478e-20   6.3349e-07   1.6253e-06   1.2983e+10   2.7997e+12   1.4394e+10
  2.7255e+02   2.7264e+02   5.6081e+00   8.2554e-07  -1.7099e-07   7.8798e-21  -4.9506e-07   1.6079e-06   1.3294e+10   2.8648e+12   1.4728e+10
  2.7843e+02   2.7852e+02   5.6295e+00   5.0604e-07   3.3784e-07  -3.7907e-21  -1.8926e-06   1.5915e-06   1.3606e+10   2.9292e+12   1.5060e+10
  2.8443e+02   2.8453e+02   5.6508e+00   1.0082e-06   1.1849e-06   1.4843e-21   2.5783e-06   1.5757e-06   1.3916e+10   2.9939e+12   1.5392e+10
  2.9056e+02   2.9066e+02   5.6721e+00   1.1685e-06  -1.5949e-08  -4.3328e-21   2.3922e-06   1.5606e-06   1.4227e+10   3.0582e+12   1.5722e+10
  2.9682e+02   2.9693e+02   5.6935e+00  -2.4140e-07   1.7767e-06   8.8249e-22   6.7709e-08   1.5458e-06   1.4541e+10   3.1231e+12   1.6056e+10
  3.0322e+02   3.0333e+02   5.7148e+00   1.1404e-06  -1.1605e-06  -1.0944e-10   6.3499e-07   1.5318e-06   1.4850e+10   3.1869e+12   1.6382e+10
  3.0975e+02   3.0987e+02   5.7361e+00  -2.1634e-06   8.5253e-07   2.4618e-10  -1.2522e-06   1.5179e-06   1.5166e+10   3.2518e+12   1.6717e+10
  3.1643e+02   3.1656e+02   5.7575e+00  -6.1647e-07  -4.9701e-07  -1.3702e-10   2.2090e-06   1.5058e-06   1.5464e+10   3.3121e+12   1.7027e+10
  3.2325e+02   3.2338e+02   5.7788e+00  -1.4064e-06   1.7598e-06   8.9181e-21   1.0806e-06   1.4935e-06   1.5768e+10   3.3737e+12   1.7344e+10
  3.3021e+02   3.3036e+02   5.8002e+00  -2.3691e-06  -1.4628e-07  -1.0726e-20   1.8797e-06   1.4821e-06   1.6065e+10   3.4334e+12   1.7653e+10
  3.3733e+02   3.3748e+02   5.8215e+00  -8.8495e-07  -1.7669e-07   1.1002e-20   4.7734e-07   1.4723e-06   1.6344e+10   3.4883e+12   1.7935e+10
  3.4460e+02   3.4476e+02   5.8428e+00   1.1923e-06   1.0374e-06   3.1575e-10   1.1833e-06   1.4630e-06   1.6606e+10   3.5406e+12   1.8204e+10
  3.5203e+02   3.5220e+02   5.8642e+00  -1.0018e-06   8.0264e-07  -2.3883e-10   3.4916e-07   1.4526e-06   1.6890e+10   3.5983e+12   1.8501e+10
  3.5961e+02   3.5980e+02   5.8855e+00  -5.5704e-07   2.2668e-06  -7.0785e-11   1.0514e-06   1.4444e-06   1.7133e+10   3.6470e+12   1.8749e+10
  3.6736e+02   3.6756e+02   5.9069e+00   2.8040e-07   1.7373e-06   6.8621e-21  -3.2924e-07   1.4348e-06   1.7402e+10   3.7019e+12   1.9031e+10
  3.7528e+02   3.7549e+02   5.9282e+00  -1.0963e-06   8.6194e-07  -6.3138e-22   3.8451e-07   1.4243e-06   1.7664e+10   3.7575e+12   1.9316e+10
  3.8337e+02   3.8359e+02   5.9495e+00   1.5939e-07   1.3856e-06   1.5679e-21   1.5752e-06   1.4150e-06   1.7902e+10   3.8080e+12   1.9575e+10
  3.9163e+02   3.9186e+02   5.9709e+00   1.3412e-06   1.5717e-06   4.0249e-21   3.3623e-07   1.4059e-06   1.8121e+10   3.8548e+12   1.9816e+10
